FLYBASE,query,SYMBOL,GENENAME,chromosome_name,start_position,end_position
FBgn0002723,FBgn0002723,Met,Methoprene-tolerant,X,11616124,11621280
FBgn0002732,FBgn0002732,E(spl)malpha-BFM,"Enhancer of split malpha, Bearded family member",3R,26010893,26011568
FBgn0002733,FBgn0002733,E(spl)mbeta-HLH,"Enhancer of split mbeta, helix-loop-helix",3R,26005046,26006023
FBgn0002734,FBgn0002734,E(spl)mdelta-HLH,"Enhancer of split mdelta, helix-loop-helix",3R,25997621,25998633
FBgn0002735,FBgn0002735,E(spl)mgamma-HLH,"Enhancer of split mgamma, helix-loop-helix",3R,25999851,26000761
FBgn0002736,FBgn0002736,mago,mago nashi,2R,21128577,21129737
FBgn0002772,FBgn0002772,Mlc1,Myosin alkali light chain 1,3R,27657078,27660177
FBgn0002773,FBgn0002773,Mlc2,Myosin light chain 2,3R,30171438,30174551
FBgn0002774,FBgn0002774,mle,maleless,2R,5974857,5980778
FBgn0002775,FBgn0002775,msl-3,male-specific lethal 3,3L,7123213,7125533
FBgn0002778,FBgn0002778,mnd,minidiscs,3L,14985100,14991667
FBgn0002780,FBgn0002780,mod,modulo,3R,32052060,32054974
FBgn0002781,FBgn0002781,mod(mdg4),modifier of mdg4,3R,21350846,21377401
FBgn0002783,FBgn0002783,mor,moira,3R,15968134,15972913
FBgn0002787,FBgn0002787,Rpn8,Regulatory particle non-ATPase 8,2R,24400028,24404527
FBgn0002789,FBgn0002789,Mp20,Muscle protein 20,2R,13246670,13248880
FBgn0002791,FBgn0002791,mr,morula,2R,23972431,23975408
FBgn0002868,FBgn0002868,MtnA,Metallothionein A,3R,9783407,9784370
FBgn0002872,FBgn0002872,mu2,mutator 2,3L,1942734,1947475
FBgn0002873,FBgn0002873,mud,mushroom body defect,X,14247732,14258595
FBgn0002878,FBgn0002878,mus101,mutagen-sensitive 101,X,13722246,13727113
FBgn0002887,FBgn0002887,mus201,mutagen-sensitive 201,2L,8438169,8442342
FBgn0002891,FBgn0002891,DNApol-zeta,DNA polymerase zeta catalytic subunit,2R,7793625,7801044
FBgn0002899,FBgn0002899,mus301,mutagen-sensitive 301,3L,8137808,8142014
FBgn0002901,FBgn0002901,mus304,mutagen-sensitive 304,3L,18109814,18112847
FBgn0002905,FBgn0002905,DNApol-theta,DNA polymerase theta,3R,12705523,12712299
FBgn0002906,FBgn0002906,Blm,Bloom syndrome helicase,3R,11736810,11741783
FBgn0002914,FBgn0002914,Myb,Myb oncogene-like,X,15854832,15857823
FBgn0002917,FBgn0002917,na,narrow abdomen,X,14266367,14277416
FBgn0002921,FBgn0002921,Atpalpha,Na pump alpha subunit,3R,20948714,20976239
FBgn0002922,FBgn0002922,nau,nautilus,3R,23712814,23718357
FBgn0002924,FBgn0002924,ncd,non-claret disjunctional,3R,29804290,29807127
FBgn0002926,FBgn0002926,ndl,nudel,3L,6593938,6603366
FBgn0002930,FBgn0002930,nec,necrotic,2R,7156477,7158241
FBgn0002931,FBgn0002931,net,net,2L,82421,87387
FBgn0002932,FBgn0002932,neur,neuralized,3R,9020348,9039471
FBgn0002938,FBgn0002938,ninaC,neither inactivation nor afterpotential C,2L,7377702,7384344
FBgn0002939,FBgn0002939,ninaD,neither inactivation nor afterpotential D,2L,18081628,18083608
FBgn0002941,FBgn0002941,slou,slouch,3R,21548661,21557182
FBgn0002945,FBgn0002945,nkd,naked cuticle,3L,19003741,19045449
FBgn0002948,FBgn0002948,nod,no distributive disjunction,X,11580772,11585750
FBgn0002962,FBgn0002962,nos,nanos,3R,19157238,19160202
FBgn0002973,FBgn0002973,numb,numb,2L,9437469,9464184
FBgn0002985,FBgn0002985,odd,odd skipped,2L,3604224,3606756
FBgn0002989,FBgn0002989,okr,okra,2L,2989594,2992759
FBgn0003002,FBgn0003002,opa,odd paired,3R,4852813,4869979
FBgn0003008,FBgn0003008,or,orange,2R,23967939,23968943
FBgn0003015,FBgn0003015,osk,oskar,3R,8935126,8938395
FBgn0003016,FBgn0003016,osp,outspread,2L,14599196,14689340
FBgn0003023,FBgn0003023,otu,ovarian tumor,X,8485008,8489535
FBgn0003028,FBgn0003028,ovo,ovo,X,5048273,5070929
FBgn0003041,FBgn0003041,pbl,pebble,3L,7896109,7911954
FBgn0003042,FBgn0003042,Pc,Polycomb,3L,21306138,21318020
FBgn0003044,FBgn0003044,Pcl,Polycomblike,2R,18135426,18139990
FBgn0003048,FBgn0003048,pcx,pecanex,X,2225296,2238045
FBgn0003053,FBgn0003053,peb,pebbled,X,4617564,4627206
FBgn0003062,FBgn0003062,Fib,Fibrillarin,2R,23072909,23074725
FBgn0003068,FBgn0003068,per,period,X,2685580,2692780
FBgn0003071,FBgn0003071,Pfk,Phosphofructokinase,2R,10109740,10117457
FBgn0003074,FBgn0003074,Pgi,Phosphoglucose isomerase,2R,8910900,8914069
FBgn0003076,FBgn0003076,Pgm1,Phosphoglucose mutase 1,3L,16126018,16128531
FBgn0003079,FBgn0003079,Raf,Raf oncogene,X,2295466,2343870
FBgn0003082,FBgn0003082,phr,photorepair,2R,7825289,7827319
FBgn0003087,FBgn0003087,pim,pimples,2L,10362989,10364092
FBgn0003089,FBgn0003089,pip,pipe,3L,19298623,19337609
FBgn0003090,FBgn0003090,pk,prickle,2R,7150703,7223378
FBgn0003091,FBgn0003091,Pkc53E,Protein C kinase 53E,2R,16924655,16945126
FBgn0003093,FBgn0003093,Pkc98E,Protein C kinase 98E,3R,29039156,29049148
FBgn0003114,FBgn0003114,plu,plutonium,2R,20262958,20263684
FBgn0003116,FBgn0003116,pn,prune,X,2181211,2182916
FBgn0003117,FBgn0003117,pnr,pannier,3R,16026079,16041796
FBgn0003118,FBgn0003118,pnt,pointed,3R,23290231,23346167
FBgn0003124,FBgn0003124,polo,polo,3L,20309654,20313466
FBgn0003129,FBgn0003129,Poxm,Pox meso,3R,8319025,8333792
FBgn0003130,FBgn0003130,Poxn,Pox neuro,2R,15826693,15835055
FBgn0003134,FBgn0003134,Pp1alpha-96A,Protein phosphatase 1alpha at 96A,3R,24518270,24522331
FBgn0003137,FBgn0003137,Ppn,Papilin,3R,28520665,28540324
FBgn0003139,FBgn0003139,PpV,Protein phosphatase V,X,6371065,6372915
FBgn0003141,FBgn0003141,pr,purple,2L,20073719,20075458
FBgn0003145,FBgn0003145,prd,paired,2L,12082995,12085827
FBgn0003149,FBgn0003149,Prm,Paramyosin,3L,8732858,8745310
FBgn0003159,FBgn0003159,CG2841,uncharacterized protein,X,2344949,2366356
FBgn0003162,FBgn0003162,Pu,Punch,2R,21175315,21182608
FBgn0003165,FBgn0003165,pum,pumilio,3R,9066343,9237682
FBgn0003169,FBgn0003169,put,punt,3R,14619030,14625703
FBgn0003174,FBgn0003174,pwn,pawn,2R,7282572,7300806
FBgn0003175,FBgn0003175,px,plexus,2R,22494297,22562065
FBgn0003187,FBgn0003187,qua,quail,2L,17486806,17497208
FBgn0003189,FBgn0003189,r,rudimentary,X,16655359,16668712
FBgn0003204,FBgn0003204,ras,raspberry,X,10744502,10749097
FBgn0003205,FBgn0003205,Ras85D,Ras oncogene at 85D,3R,9510561,9513067
FBgn0003206,FBgn0003206,Ras64B,Ras oncogene at 64B,3L,4139076,4141398
FBgn0003209,FBgn0003209,raw,raw,2L,8709880,8740660
FBgn0003210,FBgn0003210,rb,ruby,X,4535635,4540626
FBgn0003218,FBgn0003218,rdgB,retinal degeneration B,X,13762752,13779488
FBgn0003227,FBgn0003227,rec,recombination-defective,3R,15823019,15832632
FBgn0003231,FBgn0003231,ref(2)P,refractory to sigma P,2L,19542468,19545548
FBgn0003250,FBgn0003250,Rh4,Rhodopsin 4,3L,16852527,16862517
FBgn0003254,FBgn0003254,rib,ribbon,2R,19270078,19281396
FBgn0003256,FBgn0003256,rl,rolled,2R,1071462,1125927
FBgn0003257,FBgn0003257,r-l,rudimentary-like,3R,21070557,21073319
FBgn0003261,FBgn0003261,Rm62,Rm62,3R,6000426,6008579
FBgn0003268,FBgn0003268,rod,rough deal,3R,31580951,31588244
FBgn0003270,FBgn0003270,amos,absent MD neurons and olfactory sensilla,2L,18596136,18596921
FBgn0003274,FBgn0003274,RpLP2,Ribosomal protein LP2,2R,16586129,16586732
FBgn0003275,FBgn0003275,RpII18,RNA polymerase II 18kD subunit,3R,5371795,5372397
FBgn0003277,FBgn0003277,RpII215,RNA polymerase II 215kD subunit,X,11562800,11570326
FBgn0003278,FBgn0003278,RpI135,RNA polymerase I 135kD subunit,2L,404285,407969
FBgn0003279,FBgn0003279,RpL4,Ribosomal protein L4,3R,27922821,27924888
FBgn0003285,FBgn0003285,rst,roughest,X,2950399,2973834
FBgn0003292,FBgn0003292,rt,rotated abdomen,3L,11584122,11587770
FBgn0003295,FBgn0003295,ru,roughoid,3L,1370628,1387437
FBgn0003300,FBgn0003300,run,runt,X,20690670,20697321
FBgn0003301,FBgn0003301,rut,rutabaga,X,14787478,14826073
FBgn0003302,FBgn0003302,rux,roughex,X,6035753,6037800
FBgn0003308,FBgn0003308,ry,rosy,3R,13032528,13038020
FBgn0003310,FBgn0003310,S,Star,2L,1049674,1077815
FBgn0003312,FBgn0003312,sad,shadow,3R,11877235,11879754
FBgn0003317,FBgn0003317,sax,saxophone,2R,7806484,7810067
FBgn0003319,FBgn0003319,Sb,Stubble,3R,16116161,16145284
FBgn0003321,FBgn0003321,sbr,small bristles,X,10832752,10847092
FBgn0003326,FBgn0003326,sca,scabrous,2R,12780541,12802010
FBgn0003328,FBgn0003328,,,,,
FBgn0003330,FBgn0003330,Sce,Sex combs extra,3R,27680431,27682029
FBgn0003334,FBgn0003334,Scm,Sex comb on midleg,3R,9633359,9637611
FBgn0003339,FBgn0003339,Scr,Sex combs reduced,3R,6823120,6849981
FBgn0003345,FBgn0003345,sd,scalloped,X,15804370,15827682
FBgn0003346,FBgn0003346,RanGAP,Ran GTPase activating protein,2L,19441959,19447317
FBgn0003353,FBgn0003353,sei,seizure,2R,24047411,24053035
FBgn0003360,FBgn0003360,sesB,stress-sensitive B,X,10780893,10786958
FBgn0003366,FBgn0003366,sev,sevenless,X,11071441,11086299
FBgn0003371,FBgn0003371,sgg,shaggy,X,2633952,2679553
FBgn0003380,FBgn0003380,Sh,Shaker,X,17924307,18063247
FBgn0003382,FBgn0003382,sha,shavenoid,2R,11324314,11336463
FBgn0003386,FBgn0003386,Shaw,Shaker cognate w,2L,3718185,3729145
FBgn0003388,FBgn0003388,shd,shade,3L,14614458,14622205
FBgn0003390,FBgn0003390,shf,shifted,X,6771463,6779659
FBgn0003391,FBgn0003391,shg,shotgun,2R,21049654,21057197
FBgn0003392,FBgn0003392,shi,shibire,X,15892116,15906716
FBgn0003396,FBgn0003396,shn,schnurri,2R,11159086,11217394
FBgn0003401,FBgn0003401,shu,shutdown,2R,23841461,23843286
FBgn0003410,FBgn0003410,sina,seven in absentia,3L,16853751,16858712
FBgn0003411,FBgn0003411,sisA,sisterless A,X,11321579,11322357
FBgn0003415,FBgn0003415,skd,skuld,3L,20992814,21027434
FBgn0003416,FBgn0003416,sl,small wing,X,16350315,16356482
FBgn0003423,FBgn0003423,slgA,sluggish A,X,21374002,21385159
FBgn0003429,FBgn0003429,slo,slowpoke,3R,24662491,24711595
FBgn0003430,FBgn0003430,slp1,sloppy paired 1,2L,3825675,3827099
FBgn0003435,FBgn0003435,sm,smooth,2R,19517864,19631508
FBgn0003444,FBgn0003444,smo,smoothened,2L,277582,282167
FBgn0003447,FBgn0003447,sn,singed,X,7964024,7986601
FBgn0003448,FBgn0003448,sna,snail,2L,15476593,15478260
FBgn0003449,FBgn0003449,snf,sans fille,X,5309242,5310501
FBgn0003450,FBgn0003450,snk,snake,3R,13040165,13042770
FBgn0003459,FBgn0003459,stwl,stonewall,3L,14402930,14409939
FBgn0003460,FBgn0003460,so,sine oculis,2R,7419350,7434872
FBgn0003462,FBgn0003462,Sod1,Superoxide dismutase 1,3L,11112281,11113740
FBgn0003463,FBgn0003463,sog,short gastrulation,X,15603283,15633434
FBgn0003464,FBgn0003464,sol,small optic lobes,X,21350280,21357912
FBgn0003475,FBgn0003475,spir,spire,2L,20311219,20348386
FBgn0003479,FBgn0003479,spn-A,spindle A,3R,30054696,30056037
FBgn0003480,FBgn0003480,spn-B,spindle B,3R,14328051,14329608
FBgn0003482,FBgn0003482,spn-D,spindle D,3R,27165716,27167122
FBgn0003483,FBgn0003483,spn-E,spindle E,3R,15837419,15844415
FBgn0003486,FBgn0003486,spo,spook,3L,5590083,5592571
FBgn0003495,FBgn0003495,spz,spatzle,3R,27064990,27070070
FBgn0003499,FBgn0003499,sr,stripe,3R,18090803,18135583
FBgn0003502,FBgn0003502,Btk29A,Btk family kinase at 29A,2L,8258373,8301079
FBgn0003507,FBgn0003507,srp,serpent,3R,15986152,16004085
FBgn0003512,FBgn0003512,Sry-delta,Serendipity delta,3R,30043341,30044886
FBgn0003513,FBgn0003513,ss,spineless,3R,16374434,16403690
FBgn0003514,FBgn0003514,sqh,spaghetti squash,X,6223061,6225140
FBgn0003515,FBgn0003515,st,scarlet,3L,16497651,16500460
FBgn0003517,FBgn0003517,sta,stubarista,X,1481797,1483413
FBgn0003520,FBgn0003520,stau,staufen,2R,18117896,18125779
FBgn0003525,FBgn0003525,stg,string,3R,29251826,29255800
FBgn0003527,FBgn0003527,stil,stand still,2R,12570367,12571883
FBgn0003545,FBgn0003545,sub,subito,2R,17745500,17748078
FBgn0003557,FBgn0003557,Su(dx),Suppressor of deltex,2L,2037714,2044372
FBgn0003559,FBgn0003559,su(f),suppressor of forked,X,23096771,23101431
FBgn0003567,FBgn0003567,su(Hw),suppressor of Hairy wing,3R,14304455,14308589
FBgn0003575,FBgn0003575,su(sable),suppressor of sable,X,635890,643760
FBgn0003598,FBgn0003598,Su(var)3-7,Suppressor of variegation 3-7,3R,13264364,13270038
FBgn0003607,FBgn0003607,Su(var)205,Suppressor of variegation 205,2L,8209626,8211122
FBgn0003612,FBgn0003612,Su(var)2-10,Suppressor of variegation 2-10,2R,9116122,9122000
FBgn0003638,FBgn0003638,su(w[a]),suppressor of white-apricot,X,1012779,1046040
FBgn0003651,FBgn0003651,svp,seven up,3R,12258737,12302785
FBgn0003654,FBgn0003654,sw,short wing,X,20227961,20236382
FBgn0003655,FBgn0003655,swa,swallow,X,6363418,6365708
FBgn0003656,FBgn0003656,sws,swiss cheese,X,7956820,7968236
FBgn0003660,FBgn0003660,Syb,Synaptobrevin,2R,10249435,10252417
FBgn0003676,FBgn0003676,CCT1,Chaperonin containing TCP1 subunit 1,3R,22489105,22491439
FBgn0003683,FBgn0003683,term,terminus,3L,18592303,18593771
FBgn0003687,FBgn0003687,Tbp,TATA binding protein,2R,21686192,21687642
FBgn0003701,FBgn0003701,thr,three rows,2R,17861273,17865963
FBgn0003710,FBgn0003710,tipE,temperature-induced paralytic E,3L,4188499,4193788
FBgn0003714,FBgn0003714,tko,technical knockout,X,2442313,2443976
FBgn0003716,FBgn0003716,tkv,thickveins,2L,5219000,5271384
FBgn0003719,FBgn0003719,tld,tolloid,3R,24749731,24753510
FBgn0003720,FBgn0003720,tll,tailless,3R,30852315,30854400
FBgn0003721,FBgn0003721,Tm1,Tropomyosin 1,3R,15278220,15308779
FBgn0003731,FBgn0003731,Egfr,Epidermal growth factor receptor,2R,21522420,21559977
FBgn0003733,FBgn0003733,tor,torso,2R,7705183,7709184
FBgn0003741,FBgn0003741,tra,transformer,3L,16590059,16591050
FBgn0003742,FBgn0003742,tra2,transformer 2,2R,14602004,14604337
FBgn0003744,FBgn0003744,trc,tricornered,3L,19830864,19834304
FBgn0003748,FBgn0003748,Treh,Trehalase,2R,21074018,21088945
FBgn0003862,FBgn0003862,trx,trithorax,3R,14263358,14286903
FBgn0003865,FBgn0003865,tsg,twisted gastrulation,X,11988062,11988948
FBgn0003866,FBgn0003866,tsh,teashirt,2L,21828593,21837011
FBgn0003867,FBgn0003867,tsl,torso-like,3R,21778114,21782536
FBgn0003870,FBgn0003870,ttk,tramtrack,3R,31713867,31735392
FBgn0003882,FBgn0003882,tub,tube,3R,4387742,4389813
FBgn0003884,FBgn0003884,alphaTub84B,alpha-Tubulin at 84B,3R,7086599,7088839
FBgn0003885,FBgn0003885,alphaTub84D,alpha-Tubulin at 84D,3R,7530753,7532732
FBgn0003886,FBgn0003886,alphaTub85E,alpha-Tubulin at 85E,3R,9731221,9733250
FBgn0003888,FBgn0003888,betaTub60D,beta-Tubulin at 60D,2R,24305881,24313099
FBgn0003890,FBgn0003890,betaTub97EF,beta-Tubulin at 97EF,3R,27967008,27988384
FBgn0003891,FBgn0003891,tud,tudor,2R,21183322,21192913
FBgn0003892,FBgn0003892,ptc,patched,2R,8649649,8665223
FBgn0003896,FBgn0003896,tup,tailup,2L,18859507,18881261
FBgn0003900,FBgn0003900,twi,twist,2R,22985374,23048325
FBgn0003920,FBgn0003920,snRNA:U2:14B,small nuclear RNA U2 at 14B,X,16254672,16254863
FBgn0003922,FBgn0003922,snRNA:U2:38ABa,small nuclear RNA U2 at 38AB a,2L,19815614,19815805
FBgn0003923,FBgn0003923,snRNA:U2:38ABb,small nuclear RNA U2 at 38AB b,2L,19812646,19812836
FBgn0003930,FBgn0003930,snRNA:U4:39B,small nuclear RNA U4 at 39B,2L,21215036,21215178
FBgn0003931,FBgn0003931,snRNA:U4:38AB,small nuclear RNA U4 at 38AB,2L,19810734,19810875
FBgn0003934,FBgn0003934,snRNA:U5:23D,small nuclear RNA U5 at 23D,2L,3048701,3048831
FBgn0003935,FBgn0003935,snRNA:U5:34A,small nuclear RNA U5 at 34A,2L,13244848,13244974
FBgn0003938,FBgn0003938,snRNA:U5:63BC,small nuclear RNA U5 at 63BC,3L,3090801,3090923
FBgn0003941,FBgn0003941,RpL40,Ribosomal protein L40,2L,4227699,4228561
FBgn0003942,FBgn0003942,RpS27A,Ribosomal protein S27A,2L,10408352,10410456
FBgn0003943,FBgn0003943,Ubi-p63E,Ubiquitin-63E,3L,3899259,3903184
FBgn0003944,FBgn0003944,Ubx,Ultrabithorax,3R,16656623,16734426
FBgn0003950,FBgn0003950,unc,uncoordinated,X,21111414,21116914
FBgn0003963,FBgn0003963,ush,u-shaped,2L,476220,540560
FBgn0003964,FBgn0003964,usp,ultraspiracle,X,2038798,2042311
FBgn0003969,FBgn0003969,vap,vacuolar peduncle,X,15999951,16005812
FBgn0003975,FBgn0003975,vg,vestigial,2R,12884632,12899385
FBgn0003977,FBgn0003977,vir,virilizer,2R,23360192,23366355
FBgn0003978,FBgn0003978,vls,valois,2L,20064261,20065679
FBgn0003984,FBgn0003984,vn,vein,3L,5813338,5845664
FBgn0003996,FBgn0003996,w,white,X,2790599,2796466
FBgn0003997,FBgn0003997,hid,head involution defective,3L,18167745,18185641
FBgn0004003,FBgn0004003,wbl,windbeutel,2R,19249395,19250917
FBgn0004047,FBgn0004047,Yp3,Yolk protein 3,X,13759546,13761547
FBgn0004049,FBgn0004049,yrt,yurt,3R,13428867,13434984
FBgn0004050,FBgn0004050,z,zeste,X,2447769,2450550
FBgn0004052,FBgn0004052,Z600,Z600,3L,15509061,15509513
FBgn0004053,FBgn0004053,zen,zerknullt,3R,6752864,6754194
FBgn0004054,FBgn0004054,zen2,zerknullt-related,3R,6743135,6744136
FBgn0004055,FBgn0004055,uzip,unzipped,2R,25012062,25031737
FBgn0004057,FBgn0004057,Zw,Zwischenferment,X,19667252,19672353
FBgn0004066,FBgn0004066,Prosalpha4,Proteasome alpha4 subunit,X,16276270,16277587
FBgn0004087,FBgn0004087,Dhfr,Dihydrofolate reductase,3R,16481167,16481878
FBgn0004101,FBgn0004101,bs,blistered,2R,24342861,24376473
FBgn0004102,FBgn0004102,oc,ocelliless,X,8630159,8650681
FBgn0004103,FBgn0004103,Pp1-87B,Protein phosphatase 1 at 87B,3R,12423621,12425917
FBgn0004106,FBgn0004106,Cdk1,Cyclin-dependent kinase 1,2L,10384739,10386262
FBgn0004107,FBgn0004107,Cdk2,Cyclin-dependent kinase 2,3R,20735623,20738414
FBgn0004108,FBgn0004108,Nrt,Neurotactin,3L,16766072,16777465
FBgn0004110,FBgn0004110,tin,tinman,3R,21378977,21381970
FBgn0004117,FBgn0004117,Tm2,Tropomyosin 2,3R,15310193,15315197
FBgn0004118,FBgn0004118,nAChRbeta2,nicotinic Acetylcholine Receptor beta2,3R,24509228,24515106
FBgn0004132,FBgn0004132,boca,boca,2R,7565873,7566738
FBgn0004133,FBgn0004133,blow,blown fuse,2R,7580488,7587079
FBgn0004143,FBgn0004143,nullo,nullo,X,7049476,7050321
FBgn0004167,FBgn0004167,kst,karst,3L,3336860,3368133
FBgn0004168,FBgn0004168,5-HT1A,5-hydroxytryptamine (serotonin) receptor 1A,2R,19067155,19121958
FBgn0004169,FBgn0004169,up,upheld,X,13593474,13602578
FBgn0004170,FBgn0004170,sc,scute,X,396060,397497
FBgn0004177,FBgn0004177,mts,microtubule star,2L,7827650,7833576
FBgn0004179,FBgn0004179,Csp,Cysteine string protein,3L,22267382,22273745
FBgn0004183,FBgn0004183,snRNA:U1:82Eb,small nuclear RNA U1 at 82Eb,3R,4947933,4948096
FBgn0004187,FBgn0004187,snRNA:U1:95Cc,small nuclear RNA U1 at 95C c,3R,23826334,23826497
FBgn0004191,FBgn0004191,snRNA:U2:34ABa,small nuclear RNA U2 at 34AB a,2L,13211925,13212116
FBgn0004197,FBgn0004197,Ser,Serrate,3R,27172090,27194267
FBgn0004198,FBgn0004198,ct,cut,X,7608428,7678859
FBgn0004227,FBgn0004227,nonA,no on or off transient A,X,16361569,16371547
FBgn0004228,FBgn0004228,mex1,midgut expression 1,3L,15517424,15519592
FBgn0004237,FBgn0004237,Hrb87F,Heterogeneous nuclear ribonucleoprotein at 87F,3R,13656846,13660531
FBgn0004242,FBgn0004242,Syt1,Synaptotagmin 1,2L,2772327,2799979
FBgn0004359,FBgn0004359,T48,Transcript 48,3R,26881734,26910997
FBgn0004360,FBgn0004360,Wnt2,Wnt oncogene analog 2,2R,9494166,9503188
FBgn0004362,FBgn0004362,HmgD,High mobility group protein D,2R,21701458,21716727
FBgn0004363,FBgn0004363,porin,porin,2L,10847227,10850848
FBgn0004364,FBgn0004364,18w,18 wheeler,2R,20111511,20116932
FBgn0004367,FBgn0004367,mei-41,meiotic 41,X,16391698,16399850
FBgn0004368,FBgn0004368,Ptp4E,Protein tyrosine phosphatase 4E,X,4939128,4955916
FBgn0004369,FBgn0004369,Ptp99A,Protein tyrosine phosphatase 99A,3R,29377646,29487131
FBgn0004370,FBgn0004370,Ptp10D,Protein tyrosine phosphatase 10D,X,11622015,11677338
FBgn0004373,FBgn0004373,fwd,four wheel drive,3L,305393,319884
FBgn0004374,FBgn0004374,neb,nebbish,2L,20075757,20089698
FBgn0004378,FBgn0004378,Klp61F,Kinesin-like protein at 61F,3L,1241568,1245910
FBgn0004379,FBgn0004379,Klp67A,Kinesin-like protein at 67A,3L,9362636,9367046
FBgn0004380,FBgn0004380,Klp64D,Kinesin-like protein at 64D,3L,5356864,5359392
FBgn0004381,FBgn0004381,Klp68D,Kinesin-like protein at 68D,3L,11795614,11798875
FBgn0004387,FBgn0004387,Klp98A,Kinesin-like protein at 98A,3R,27547775,27559145
FBgn0004389,FBgn0004389,bnk,bottleneck,3R,31193362,31194389
FBgn0004390,FBgn0004390,RasGAP1,Ras GTPase activating protein 1,3L,9839093,9855285
FBgn0004391,FBgn0004391,shtd,shattered,X,15455544,15462441
FBgn0004394,FBgn0004394,pdm2,POU domain protein 2,2L,12657165,12686306
FBgn0004395,FBgn0004395,unk,unkempt,3R,23149653,23157862
FBgn0004396,FBgn0004396,CrebA,Cyclic-AMP response element binding protein A,3L,15535395,15553214
FBgn0004397,FBgn0004397,Vinc,Vinculin,X,2214347,2222567
FBgn0004400,FBgn0004400,rhi,rhino,2R,17628491,17633516
FBgn0004401,FBgn0004401,Pep,Protein on ecdysone puffs,3L,17638103,17645036
FBgn0004403,FBgn0004403,RpS14a,Ribosomal protein S14a,X,7933742,7934677
FBgn0004404,FBgn0004404,RpS14b,Ribosomal protein S14b,X,7934898,7935792
FBgn0004406,FBgn0004406,tam,tamas,2L,13823980,13827772
FBgn0004419,FBgn0004419,me31B,maternal expression at 31B,2L,10239341,10242172
FBgn0004432,FBgn0004432,Cyp1,Cyclophilin 1,X,16317673,16320370
FBgn0004435,FBgn0004435,Galphaq,G protein alpha q subunit,2R,12612740,12623197
FBgn0004436,FBgn0004436,Ubc6,Ubiquitin conjugating enzyme 6,3R,4948755,4952682
FBgn0004449,FBgn0004449,Ten-m,Tenascin major,3L,22293044,22407863
FBgn0004456,FBgn0004456,mew,multiple edematous wings,X,13214409,13258490
FBgn0004463,FBgn0004463,RpIII128,RNA polymerase III 128kD subunit,2R,12039041,12042623
FBgn0004465,FBgn0004465,Su(P),Suppressor of ref(2)P sterility,3L,16610662,16612199
FBgn0004507,FBgn0004507,GlyP,Glycogen phosphorylase,2L,2130813,2137296
FBgn0004509,FBgn0004509,Fur1,Furin 1,3R,25347431,25473058
FBgn0004510,FBgn0004510,Ets97D,Ets at 97D,3R,26910775,26912886
FBgn0004511,FBgn0004511,dy,dusky,X,11769769,11778784
FBgn0004512,FBgn0004512,Mdr49,Multi drug resistance 49,2R,12940323,12946347
FBgn0004516,FBgn0004516,Gad1,Glutamic acid decarboxylase 1,3L,4074077,4088744
FBgn0004556,FBgn0004556,Dbp73D,Dead box protein 73D,3L,16728496,16730818
FBgn0004567,FBgn0004567,slp2,sloppy paired 2,2L,3836840,3839185
FBgn0004569,FBgn0004569,aos,argos,3L,16470386,16483650
FBgn0004573,FBgn0004573,5-HT7,5-hydroxytryptamine (serotonin) receptor 7,3R,30968236,31016875
FBgn0004574,FBgn0004574,Rop,Ras opposite,3L,4136359,4138996
FBgn0004575,FBgn0004575,Syn,Synapsin,3R,10190689,10222442
FBgn0004581,FBgn0004581,bgcn,benign gonial cell neoplasm,2R,23853270,23858921
FBgn0004583,FBgn0004583,ex,expanded,2L,431227,448701
FBgn0004584,FBgn0004584,Rrp1,Recombination repair protein 1,2L,2969773,2972508
FBgn0004587,FBgn0004587,B52,B52,3R,13661311,13666891
FBgn0004595,FBgn0004595,pros,prospero,3R,11328480,11407627
